#MZ SEK INT
251.2006 900 0.0003
257.2475 900 0.0057
271.2632 900 0.6093
391.2690 900 0.0147
483.0133 900 0.7323
643.6820 900 0.7323
652.3356 900 0.0000
724.3653 900 0.6498
965.0194 900 0.7323
977.9997 900 0.0000
1086.0443 900 0.6498
251.2006 902 0.0001
257.2475 902 0.0005
271.2632 902 0.5060
391.2690 902 0.0012
483.0133 902 0.9631
538.7719 902 0.0000
643.6820 902 0.9631
718.0267 902 0.0000
724.3653 902 0.8633
942.9768 902 0.0003
965.0194 902 0.9631
1076.5365 902 0.0000
1086.0443 902 0.8633
251.2006 904 0.0000
257.2475 904 0.0000
271.2632 904 0.4071
483.0133 904 0.8364
538.7719 904 0.1941
643.6820 904 0.8364
718.0267 904 0.1941
724.3653 904 0.9784
942.9768 904 0.0013
965.0194 904 0.8364
1076.5365 904 0.1941
1086.0443 904 0.9784
251.2006 906 0.0000
257.2475 906 0.0000
271.2632 906 0.3173
391.2690 906 0.0000
483.0133 906 0.4728
538.7719 906 0.7053
643.6820 906 0.4728
718.0267 906 0.7053
724.3653 906 0.9386
814.4216 906 0.0000
942.9768 906 0.0049
965.0194 906 0.4728
1076.5365 906 0.7053
1086.0443 906 0.9386
251.2006 908 0.0000
265.2162 908 0.9632
271.2632 908 0.2396
391.2690 908 0.0001
483.0133 908 0.1717
538.7719 908 0.7970
643.6820 908 0.1717
718.0267 908 0.7970
724.3653 908 0.7561
814.4216 908 0.0007
942.9768 908 0.0167
965.0194 908 0.1717
1023.1797 908 0.0000
1076.5365 908 0.7970
1086.0443 908 0.7561
251.2006 910 0.0000
265.2162 910 0.9632
271.2632 910 0.1753
391.2690 910 0.0003
483.0133 910 0.0394
538.7719 910 0.3969
643.6820 910 0.0394
718.0267 910 0.3969
724.3653 910 0.5070
814.4216 910 0.0071
861.7520 910 0.0002
942.9768 910 0.0503
965.0194 910 0.0394
1023.1797 910 0.0000
1076.5365 910 0.3969
1086.0443 910 0.5070
265.2162 912 0.9632
271.2632 912 0.1242
391.2690 912 0.0014
483.0133 912 0.0056
538.7719 912 0.1517
643.6820 912 0.0056
718.0267 912 0.1517
724.3653 912 0.2803
814.4216 912 0.0449
861.7520 912 0.0024
942.9768 912 0.1324
965.0194 912 0.0056
1023.1797 912 0.0003
1076.5365 912 0.1517
1086.0443 912 0.2803
265.2162 914 0.9632
271.2632 914 0.0853
391.2690 914 0.0052
483.0133 914 0.0005
538.7719 914 0.0518
643.6820 914 0.0005
718.0267 914 0.0518
724.3653 914 0.1265
814.4216 914 0.1801
861.7520 914 0.0190
942.9768 914 0.2983
965.0194 914 0.0005
1023.1797 914 0.0014
1076.5365 914 0.0518
1086.0443 914 0.1265
271.2632 916 0.0567
391.2690 916 0.0169
483.0133 916 0.0000
538.7719 916 0.0167
643.6820 916 0.0000
718.0267 916 0.0167
724.3653 916 0.0460
814.4216 916 0.4715
861.7520 916 0.0961
942.9768 916 0.5608
965.0194 916 0.0000
1023.1797 916 0.0061
1076.5365 916 0.0167
1086.0443 916 0.0460
271.2632 918 0.0366
391.2690 918 0.0473
538.7719 918 0.0052
718.0267 918 0.0052
724.3653 918 0.0134
787.3736 918 0.0000
814.4216 918 0.8268
861.7520 918 0.3157
942.9768 918 0.8524
1023.1797 918 0.0231
1076.5365 918 0.0052
1086.0443 918 0.0134
1180.5567 918 0.0000
271.2632 920 0.0228
391.2690 920 0.1141
538.7719 920 0.0016
718.0267 920 0.0016
724.3653 920 0.0031
787.3736 920 0.0002
814.4216 920 0.9889
861.7520 920 0.6828
942.9768 920 1.0083
1023.1797 920 0.0731
1076.5365 920 0.0016
1086.0443 920 0.0031
1180.5567 920 0.0002
271.2632 922 0.0138
391.2690 922 0.2369
538.7719 922 0.0005
718.0267 922 0.0005
724.3653 922 0.0005
787.3736 922 0.0010
814.4216 922 0.8186
861.7520 922 0.9860
942.9768 922 0.8861
1023.1797 922 0.1909
1076.5365 922 0.0005
1086.0443 922 0.0005
1180.5567 922 0.0010
271.2632 924 0.0081
391.2690 924 0.4228
538.7719 924 0.0001
718.0267 924 0.0001
724.3653 924 0.0001
787.3736 924 0.0057
814.4216 924 0.4754
827.9016 924 0.0000
861.7520 924 0.9641
942.9768 924 0.5474
1023.1797 924 0.4065
1076.5365 924 0.0001
1086.0443 924 0.0001
1180.5567 924 0.0057
271.2632 926 0.0046
391.2690 926 0.6487
724.3653 926 0.0000
787.3736 926 0.0255
814.4216 926 0.1964
827.9016 926 0.0001
861.7520 926 0.6474
942.9768 926 0.2230
1023.1797 926 0.6953
1086.0443 926 0.0000
1180.5567 926 0.0255
271.2632 928 0.0025
391.2690 928 0.8554
475.3629 928 0.0003
787.3736 928 0.0900
814.4216 928 0.0585
827.9016 928 0.0012
861.7520 928 0.3028
942.9768 928 0.0558
1023.1797 928 0.9411
1180.5567 928 0.0900
271.2632 930 0.0013
391.2690 930 0.9689
475.3629 930 0.0031
787.3736 930 0.2475
814.4216 930 0.0128
827.9016 930 0.0077
861.7520 930 0.1000
877.1090 930 0.0001
877.2758 930 0.0002
942.9768 930 0.0079
1023.1797 930 0.9911
1052.5295 930 0.0002
1180.5567 930 0.2475
251.2006 932 0.9630
271.2632 932 0.0007
391.2690 932 0.9425
475.3629 932 0.0001
787.3736 932 0.5191
814.4216 932 0.0021
827.9016 932 0.0380
861.7520 932 0.0236
877.1090 932 0.0062
877.2758 932 0.0065
942.9768 932 0.0005
1023.1797 932 0.7974
1052.5295 932 0.0095
1180.5567 932 0.5191
251.2006 934 0.9630
271.2632 934 0.0003
391.2690 934 0.7872
787.3736 934 0.8123
814.4216 934 0.0002
827.9016 934 0.1409
861.7520 934 0.0040
877.1090 934 0.0618
877.2758 934 0.0647
942.9768 934 0.0000
1023.1797 934 0.4802
1052.5295 934 0.0949
1180.5567 934 0.8123
251.2006 936 0.9630
271.2632 936 0.0002
391.2690 936 0.5642
619.9761 936 0.0000
787.3736 936 0.9241
827.9016 936 0.3830
861.7520 936 0.0005
877.1090 936 0.2435
877.2758 936 0.2550
929.4605 936 0.0000
942.9768 936 0.0000
1023.1797 936 0.2117
1052.5295 936 0.3741
1180.5567 936 0.9241
271.2632 938 0.0001
391.2690 938 0.3470
619.9761 938 0.0008
787.3736 938 0.7412
827.9016 938 0.7460
861.7520 938 0.0000
877.1090 938 0.4985
877.2758 938 0.5221
929.4605 938 0.0008
942.9768 938 0.0000
1023.1797 938 0.0667
1052.5295 938 0.7658
1180.5567 938 0.7412
271.2632 940 0.0000
391.2690 940 0.1831
619.9761 940 0.0100
787.3736 940 0.4038
827.9016 940 1.0104
832.4043 940 0.0000
877.1090 940 0.6189
877.2758 940 0.6482
929.4605 940 0.0100
1023.1797 940 0.0146
1052.5295 940 0.9507
1180.5567 940 0.4038
271.2632 942 0.0000
391.2690 942 0.0829
619.9761 942 0.0678
787.3736 942 0.1429
827.9016 942 0.9181
832.4043 942 0.0007
877.1090 942 0.5154
877.2758 942 0.5398
929.4605 942 0.0678
1023.1797 942 0.0022
1052.5295 942 0.7918
1180.5567 942 0.1429
271.2632 944 0.0000
391.2690 944 0.0322
619.9761 944 0.2601
787.3736 944 0.0312
827.9016 944 0.5356
832.4043 944 0.0112
877.1090 944 0.3109
877.2758 944 0.3256
929.4605 944 0.2601
1023.1797 944 0.0002
1052.5295 944 0.4776
1180.5567 944 0.0312
271.2632 946 0.0000
391.2690 946 0.0107
619.9761 946 0.6008
787.3736 946 0.0039
827.9016 946 0.1904
832.4043 946 0.0860
877.1090 946 0.1443
877.2758 946 0.1511
929.4605 946 0.6008
1023.1797 946 0.0000
1052.5295 946 0.2217
1180.5567 946 0.0039
251.2006 948 0.9630
265.2162 948 0.9632
391.2690 948 0.0031
619.9761 948 0.8851
787.3736 948 0.0003
827.9016 948 0.0388
832.4043 948 0.3361
877.1090 948 0.0541
877.2758 948 0.0566
929.4605 948 0.8851
1052.5295 948 0.0831
1180.5567 948 0.0003
251.2006 950 0.9630
265.2162 950 0.9632
391.2690 950 0.0007
619.9761 950 0.8730
787.3736 950 0.0000
827.9016 950 0.0042
832.4043 950 0.7338
877.1090 950 0.0170
877.2758 950 0.0178
929.4605 950 0.8730
1052.5295 950 0.0261
1180.5567 950 0.0000
251.2006 952 0.9630
265.2162 952 0.9632
391.2690 952 0.0002
619.9761 952 0.6005
769.0916 952 0.0003
827.9016 952 0.0002
832.4043 952 0.9467
877.1090 952 0.0046
877.2758 952 0.0048
929.4605 952 0.6005
1052.5295 952 0.0071
1153.1338 952 0.0003
251.2006 954 0.9630
265.2162 954 0.9632
282.2791 954 0.0000
391.2690 954 0.0000
619.9761 954 0.2981
769.0916 954 0.0022
827.9016 954 0.0000
832.4043 954 0.7483
877.1090 954 0.0011
877.2758 954 0.0012
929.4605 954 0.2981
1052.5295 954 0.0017
1153.1338 954 0.0022
265.2162 956 0.9632
282.2791 956 0.0000
391.2690 956 0.0000
619.9761 956 0.1098
769.0916 956 0.0103
832.4043 956 0.3740
877.1090 956 0.0002
877.2758 956 0.0002
929.4605 956 0.1098
1052.5295 956 0.0003
1153.1338 956 0.0103
265.2162 958 0.9632
282.2791 958 0.0002
619.9761 958 0.0308
769.0916 958 0.0408
832.4043 958 0.1221
929.4605 958 0.0308
1153.1338 958 0.0408
265.2162 960 0.0000
282.2791 960 0.0012
619.9761 960 0.0067
769.0916 960 0.1354
832.4043 960 0.0269
929.4605 960 0.0067
951.7748 960 0.0000
1153.1338 960 0.1354
265.2162 962 0.0001
282.2791 962 0.0063
619.9761 962 0.0012
637.5243 962 0.0002
769.0916 962 0.3576
796.6536 962 0.0002
832.4043 962 0.0041
929.4605 962 0.0012
951.7748 962 0.0002
1061.8691 962 0.0002
1153.1338 962 0.3576
265.2162 964 0.9632
282.2791 964 0.0270
619.9761 964 0.0002
637.5243 964 0.0562
769.0916 964 0.7073
796.6536 964 0.0562
832.4043 964 0.0005
929.4605 964 0.0002
951.7748 964 0.0023
1061.8691 964 0.0562
1153.1338 964 0.7073
251.2006 966 0.9630
265.2162 966 0.0030
282.2791 966 0.0898
619.9761 966 0.0000
637.5243 966 0.3420
769.0916 966 0.9661
796.6536 966 0.3420
832.4043 966 0.0000
929.4605 966 0.0000
951.7748 966 0.0163
1061.8691 966 0.3420
1153.1338 966 0.9661
251.2006 968 0.9630
265.2162 968 0.0148
282.2791 968 0.2336
619.9761 968 0.0000
637.5243 968 0.7680
769.0916 968 0.8168
796.6536 968 0.7680
832.4043 968 0.0000
929.4605 968 0.0000
951.7748 968 0.0774
1061.8691 968 0.7680
1153.1338 968 0.8168
251.2006 970 0.9630
265.2162 970 0.0566
282.2791 970 0.4745
637.5243 970 0.8934
769.0916 970 0.3612
796.6536 970 0.8934
951.7748 970 0.2498
1061.8691 970 0.8934
1153.1338 970 0.3612
251.2006 972 0.9630
265.2162 972 0.1665
282.2791 972 0.7519
585.3243 972 0.0000
637.5243 972 0.7218
769.0916 972 0.0608
796.6536 972 0.7218
877.4827 972 0.0000
951.7748 972 0.5530
999.4557 972 0.2337
1061.8691 972 0.7218
1153.1338 972 0.0608
251.2006 974 0.9630
282.2791 974 0.9280
585.3243 974 0.0003
637.5243 974 0.4748
769.0916 974 0.0020
796.6536 974 0.4748
877.4827 974 0.0003
951.7748 974 0.8459
999.4557 974 0.7311
1061.8691 974 0.4748
1153.1338 974 0.0020
251.2006 976 0.9630
282.2791 976 0.8905
585.3243 976 0.0040
637.5243 976 0.2758
769.0916 976 0.0000
796.6536 976 0.2758
877.4827 976 0.0040
951.7748 976 0.9013
999.4557 976 0.8001
1061.8691 976 0.2758
1153.1338 976 0.0000
251.2006 978 0.9630
282.2791 978 0.6634
447.3316 978 0.0000
585.3243 978 0.0305
637.5243 978 0.1477
667.3717 978 0.0002
796.6536 978 0.1477
877.4827 978 0.0305
951.7748 978 0.6743
999.4557 978 0.4290
1061.8691 978 0.1477
251.2006 980 0.9630
271.2632 980 0.0000
282.2791 980 0.3829
447.3316 980 0.0000
585.3243 980 0.1460
637.5243 980 0.0749
667.3717 980 0.0018
796.6536 980 0.0749
877.4827 980 0.1460
951.7748 980 0.3571
999.4557 980 0.1917
1061.8691 980 0.0749
251.2006 982 0.9630
271.2632 982 0.0015
282.2791 982 0.1710
447.3316 982 0.0000
585.3243 982 0.4415
637.5243 982 0.0365
640.9597 982 0.0001
640.8346 982 0.0001
651.5454 982 0.0000
667.3717 982 0.0116
675.3284 982 0.0006
796.6536 982 0.0365
814.1799 982 0.0000
854.2772 982 0.0001
854.1104 982 0.0001
877.4827 982 0.4415
951.7748 982 0.1349
999.4557 982 0.0798
1012.4890 982 0.0006
1024.9312 982 0.0002
1061.8691 982 0.0365
1085.2375 982 0.0000
251.2006 984 0.9630
271.2632 984 0.0832
282.2791 984 0.0590
447.3316 984 0.0002
585.3243 984 0.8497
637.5243 984 0.0173
640.9597 984 0.0015
640.8346 984 0.0015
651.5454 984 0.0010
667.3717 984 0.0538
675.3284 984 0.0049
711.8846 984 0.0001
796.6536 984 0.0173
814.1799 984 0.0010
854.2772 984 0.0015
854.1104 984 0.0015
877.4827 984 0.8497
948.8438 984 0.0001
951.7748 984 0.0366
999.4557 984 0.0321
1012.4890 984 0.0049
1024.9312 984 0.0022
1061.8691 984 0.0173
1085.2375 984 0.0010
265.2162 986 0.9632
271.2632 986 0.5182
282.2791 986 0.0157
447.3316 986 0.0005
585.3243 986 1.0535
637.5243 986 0.0080
640.9597 986 0.0104
640.8346 986 0.0105
651.5454 986 0.0146
667.3717 986 0.1790
675.3284 986 0.0276
711.8846 986 0.0012
796.6536 986 0.0080
814.1799 986 0.0146
854.2772 986 0.0104
854.1104 986 0.0105
877.4827 986 1.0535
948.8438 986 0.0012
951.7748 986 0.0072
999.4557 986 0.0127
1012.4890 986 0.0276
1024.9312 986 0.0154
1061.8691 986 0.0080
1085.2375 986 0.0146
265.2162 988 0.0879
271.2632 988 0.7072
282.2791 988 0.0032
447.3316 988 0.0015
585.3243 988 0.8541
637.5243 988 0.0037
640.9597 988 0.0518
640.8346 988 0.0520
651.5454 988 0.1003
667.3717 988 0.4308
675.3284 988 0.1119
711.8846 988 0.0105
796.6536 988 0.0037
814.1799 988 0.1003
854.2772 988 0.0518
854.1104 988 0.0520
877.4827 988 0.8541
948.8438 988 0.0105
951.7748 988 0.0010
999.4557 988 0.0049
1012.4890 988 0.1119
1024.9312 988 0.0767
1061.8691 988 0.0037
1085.2375 988 0.1003
265.2162 990 0.0261
271.2632 990 0.2602
282.2791 990 0.0005
447.3316 990 0.0041
585.3243 990 0.4599
637.5243 990 0.0016
640.9597 990 0.1771
640.8346 990 0.1776
651.5454 990 0.3647
667.3717 990 0.7562
675.3284 990 0.3247
711.8846 990 0.0591
796.6536 990 0.0016
814.1799 990 0.3647
854.2772 990 0.1771
854.1104 990 0.1776
877.4827 990 0.4599
902.4495 990 0.0000
948.8438 990 0.0591
951.7748 990 0.0001
999.4557 990 0.0019
1012.4890 990 0.3247
1024.9312 990 0.2619
1061.8691 990 0.0016
1085.2375 990 0.3647
265.2162 992 0.9632
271.2632 992 0.0124
282.2791 992 0.0001
447.3316 992 0.0102
585.3243 992 0.1672
637.5243 992 0.0007
640.9597 992 0.4092
640.8346 992 0.4104
651.5454 992 0.7577
667.3717 992 0.9767
675.3284 992 0.6647
711.8846 992 0.2176
796.6536 992 0.0007
814.1799 992 0.7577
854.2772 992 0.4092
854.1104 992 0.4104
877.4827 992 0.1672
902.4495 992 0.0009
948.8438 992 0.2176
999.4557 992 0.0007
1012.4890 992 0.6647
1024.9312 992 0.6053
1061.8691 992 0.0007
1085.2375 992 0.7577
265.2162 994 0.0011
271.2632 994 0.0001
282.2791 994 0.0000
447.3316 994 0.0235
585.3243 994 0.0417
637.5243 994 0.0003
640.9597 994 0.6267
640.8346 994 0.6285
651.5454 994 0.9620
667.3717 994 0.9358
675.3284 994 0.9454
711.8846 994 0.5336
796.6536 994 0.0003
814.1799 994 0.9620
854.2772 994 0.6267
854.1104 994 0.6285
877.4827 994 0.0417
902.4495 994 0.0072
948.8438 994 0.5336
998.0735 994 0.0009
1012.4890 994 0.9454
1024.9312 994 0.9269
1061.8691 994 0.0003
1066.8475 994 0.0000
1085.2375 994 0.9620
265.2162 996 0.0000
271.2632 996 0.0000
282.2791 996 0.0000
447.3316 996 0.0497
479.5944 996 0.0000
528.9425 996 0.0000
585.3243 996 0.0073
637.5243 996 0.0001
640.9597 996 0.6191
640.8346 996 0.6209
651.5454 996 0.7878
667.3717 996 0.6704
675.3284 996 0.9207
711.8846 996 0.8842
718.8879 996 0.0000
792.9102 996 0.0000
796.6536 996 0.0001
814.1799 996 0.7878
854.2772 996 0.6191
854.1104 996 0.6209
877.4827 996 0.0073
902.4495 996 0.0403
948.8438 996 0.8842
998.0735 996 0.0091
1012.4890 996 0.9207
1024.9312 996 0.9157
1061.8691 996 0.0001
1066.8475 996 0.0001
1085.2375 996 0.7878
265.2162 998 0.0000
447.3316 998 0.0965
479.5944 998 0.0001
528.9425 998 0.0005
585.3243 998 0.0009
640.9597 998 0.3819
640.8346 998 0.3830
651.5454 998 0.4343
667.3717 998 0.3619
675.3284 998 0.6056
711.8846 998 1.0003
718.8879 998 0.0001
792.9102 998 0.0005
814.1799 998 0.4343
854.2772 998 0.3819
854.1104 998 0.3830
877.4827 998 0.0009
902.4495 998 0.1587
948.8438 998 1.0003
998.0735 998 0.0557
1012.4890 998 0.6056
1024.9312 998 0.5648
1066.8475 998 0.0026
1085.2375 998 0.4343
265.2162 1000 0.0000
447.3316 1000 0.1725
479.5944 1000 0.0026
528.9425 1000 0.0083
569.7092 1000 0.7771
585.3243 1000 0.0001
640.9597 1000 0.1418
640.8346 1000 0.1422
651.5454 1000 0.1666
667.3717 1000 0.1483
665.7181 1000 0.2137
675.3284 1000 0.2659
711.8846 1000 0.7771
718.8879 1000 0.0026
792.9102 1000 0.0083
814.1799 1000 0.1666
854.2772 1000 0.1418
854.1104 1000 0.1422
877.4827 1000 0.0001
902.4495 1000 0.4299
948.8438 1000 0.7771
998.0735 1000 0.2137
1012.4890 1000 0.2659
1024.9312 1000 0.2098
1066.8475 1000 0.0272
1085.2375 1000 0.1666
265.2162 1002 0.0001
447.3316 1002 0.2834
479.5944 1002 0.0269
528.9425 1002 0.0640
569.7092 1002 0.4164
640.9597 1002 0.0305
640.8346 1002 0.0306
651.5454 1002 0.0457
665.7181 1002 0.5314
675.3284 1002 0.0771
711.8846 1002 0.4164
718.8879 1002 0.0269
792.9102 1002 0.0640
814.1799 1002 0.0457
854.2772 1002 0.0305
854.1104 1002 0.0306
902.4495 1002 0.7877
948.8438 1002 0.4164
998.0735 1002 0.5314
1012.4890 1002 0.0771
1024.9312 1002 0.0451
1066.8475 1002 0.1524
1085.2375 1002 0.0457
265.2162 1004 0.0003
447.3316 1004 0.4280
479.5944 1004 0.1427
528.9425 1004 0.2591
569.7092 1004 0.1545
640.9597 1004 0.0037
640.8346 1004 0.0037
651.5454 1004 0.0092
665.7181 1004 0.8793
675.3284 1004 0.0146
711.8846 1004 0.1545
718.8879 1004 0.1427
792.9102 1004 0.2591
814.1799 1004 0.0092
854.2772 1004 0.0037
854.1104 1004 0.0037
902.4495 1004 0.9578
948.8438 1004 0.1545
998.0735 1004 0.8793
1012.4890 1004 0.0146
1024.9312 1004 0.0054
1066.8475 1004 0.4725
1085.2375 1004 0.0092
265.2162 1006 0.0007
447.3316 1006 0.5943
479.5944 1006 0.4324
487.9486 1006 0.0000
528.9425 1006 0.6072
569.7092 1006 0.0399
640.9597 1006 0.0002
640.8346 1006 0.0002
651.5454 1006 0.0014
665.7181 1006 0.9868
675.3284 1006 0.0018
711.8846 1006 0.0399
718.8879 1006 0.4324
792.9102 1006 0.6072
814.1799 1006 0.0014
854.2772 1006 0.0002
854.1104 1006 0.0002
902.4495 1006 0.7579
948.8438 1006 0.0399
998.0735 1006 0.9868
1012.4890 1006 0.0018
1024.9312 1006 0.0003
1066.8475 1006 0.8420
1085.2375 1006 0.0014
257.2475 1008 0.0000
265.2162 1008 0.0018
447.3316 1008 0.7588
479.5944 1008 0.8028
487.9486 1008 0.0006
528.9425 1008 0.8851
569.7092 1008 0.0072
651.5454 1008 0.0002
665.7181 1008 0.7621
675.3284 1008 0.0001
711.8846 1008 0.0072
718.8879 1008 0.8028
731.4192 1008 0.0006
792.9102 1008 0.8851
814.1799 1008 0.0002
902.4495 1008 0.3828
948.8438 1008 0.0072
998.0735 1008 0.7621
1012.4890 1008 0.0001
1024.9312 1008 0.0000
1066.8475 1008 0.9024
1085.2375 1008 0.0002
257.2475 1010 0.0001
265.2162 1010 0.9632
447.3316 1010 0.8907
475.3629 1010 0.9170
473.3473 1010 0.9697
479.5944 1010 0.9666
487.9486 1010 0.0086
528.9425 1010 0.8460
569.7092 1010 0.0009
639.0916 1010 0.0001
651.5454 1010 0.0000
665.7181 1010 0.4101
675.3284 1010 0.0000
711.8846 1010 0.0009
718.8879 1010 0.9666
731.4192 1010 0.0086
792.9102 1010 0.8460
814.1799 1010 0.0000
851.7864 1010 0.0001
902.4495 1010 0.1210
948.8438 1010 0.0009
998.0735 1010 0.4101
1012.4890 1010 0.0000
1066.8475 1010 0.6100
1085.2375 1010 0.0000
257.2475 1012 0.0032
265.2162 1012 0.0089
447.3316 1012 0.9610
475.3629 1012 0.8851
473.3473 1012 0.9697
479.5944 1012 0.7936
487.9486 1012 0.0619
528.9425 1012 0.5517
569.7092 1012 0.0001
639.0916 1012 0.0022
665.7181 1012 0.1556
711.8846 1012 0.0001
718.8879 1012 0.7936
731.4192 1012 0.0619
770.6280 1012 0.0002
770.7531 1012 0.0002
792.9102 1012 0.5517
834.3893 1012 0.0000
851.7864 1012 0.0022
902.4495 1012 0.0235
948.8438 1012 0.0001
998.0735 1012 0.1556
1027.1683 1012 0.0002
1027.3350 1012 0.0002
1066.8475 1012 0.2719
257.2475 1014 0.0344
265.2162 1014 0.9632
447.3316 1014 0.9533
475.3629 1014 0.8469
473.3473 1014 0.9697
479.5944 1014 0.4655
487.9486 1014 0.2487
528.9425 1014 0.2538
634.3394 1014 0.0001
639.0916 1014 0.0213
665.7181 1014 0.0422
718.8879 1014 0.4655
731.4192 1014 0.2487
770.6280 1014 0.0015
770.7531 1014 0.0019
792.9102 1014 0.2538
834.3893 1014 0.0022
851.7864 1014 0.0213
902.4495 1014 0.0027
998.0735 1014 0.0422
1027.1683 1014 0.0015
1027.3350 1014 0.0019
1066.8475 1014 0.0833
257.2475 1016 0.1907
265.2162 1016 0.0350
447.3316 1016 0.8692
475.3629 1016 0.8034
473.3473 1016 0.9697
479.5944 1016 0.2034
487.9486 1016 0.6017
528.9425 1016 0.0848
634.3394 1016 0.0009
639.0916 1016 0.1185
665.7181 1016 0.0083
718.8879 1016 0.2034
731.4192 1016 0.6017
770.6280 1016 0.0080
770.7531 1016 0.0097
792.9102 1016 0.0848
834.3893 1016 0.1029
842.4257 1016 0.0000
851.7864 1016 0.1185
902.4495 1016 0.0002
998.0735 1016 0.0083
1027.1683 1016 0.0080
1027.3350 1016 0.0097
1066.8475 1016 0.0182
257.2475 1018 0.5531
265.2162 1018 0.9632
447.3316 1018 0.7284
475.3629 1018 0.7555
473.3473 1018 0.9697
479.5944 1018 0.0687
487.9486 1018 0.9336
528.9425 1018 0.0211
634.3394 1018 0.0081
639.0916 1018 0.3916
665.7181 1018 0.0012
718.8879 1018 0.0687
731.4192 1018 0.9336
770.6280 1018 0.0324
770.7531 1018 0.0396
792.9102 1018 0.0211
834.3893 1018 0.5014
842.4257 1018 0.0000
851.7864 1018 0.3916
902.4495 1018 0.0000
998.0735 1018 0.0012
1027.1683 1018 0.0324
1027.3350 1018 0.0396
1066.8475 1018 0.0029
257.2475 1020 0.8660
265.2162 1020 0.1089
447.3316 1020 0.5611
479.5944 1020 0.0185
487.9486 1020 0.9777
528.9425 1020 0.0040
634.3394 1020 0.0508
639.0916 1020 0.7899
665.7181 1020 0.0001
718.8879 1020 0.0185
731.4192 1020 0.9777
770.6280 1020 0.1009
770.7531 1020 0.1233
792.9102 1020 0.0040
834.3893 1020 0.9354
842.4257 1020 0.0012
851.7864 1020 0.7899
998.0735 1020 0.0001
1027.1683 1020 0.1009
1027.3350 1020 0.1233
1066.8475 1020 0.0004
257.2475 1022 0.7516
265.2162 1022 0.1758
447.3316 1022 0.3972
479.5944 1022 0.0041
487.9486 1022 0.7205
528.9425 1022 0.0006
634.3394 1022 0.2153
639.0916 1022 1.0013
718.8879 1022 0.0041
731.4192 1022 0.7205
770.6280 1022 0.2380
770.7531 1022 0.2907
792.9102 1022 0.0006
834.3893 1022 0.8577
842.4257 1022 0.0155
851.7864 1022 1.0013
1027.1683 1022 0.2380
1027.3350 1022 0.2907
1066.8475 1022 0.0000
257.2475 1024 0.3629
265.2162 1024 0.2673
447.3316 1024 0.2584
479.5944 1024 0.0008
487.9486 1024 0.3865
528.9425 1024 0.0001
634.3394 1024 0.5775
639.0916 1024 0.8201
718.8879 1024 0.0008
731.4192 1024 0.3865
770.6280 1024 0.4197
770.7531 1024 0.5126
792.9102 1024 0.0001
834.3893 1024 0.4959
842.4257 1024 0.1032
851.7864 1024 0.8201
1027.1683 1024 0.4197
1027.3350 1024 0.5126
257.2475 1026 0.0954
447.3316 1026 0.1545
479.5944 1026 0.0001
487.9486 1026 0.1552
528.9425 1026 0.0000
634.3394 1026 0.9185
639.0916 1026 0.4454
718.8879 1026 0.0001
731.4192 1026 0.1552
770.6280 1026 0.5453
770.7531 1026 0.6659
792.9102 1026 0.0000
834.3893 1026 0.2140
842.4257 1026 0.3734
851.7864 1026 0.4454
1027.1683 1026 0.5453
1027.3350 1026 0.6659
251.2006 1028 0.0000
257.2475 1028 0.0132
394.0210 1028 0.0003
447.3316 1028 0.0849
487.9486 1028 0.0478
492.2744 1028 0.0003
634.3394 1028 0.8035
639.0916 1028 0.1644
656.0301 1028 0.0003
731.4192 1028 0.0478
770.6280 1028 0.5130
770.7531 1028 0.6265
834.3893 1028 0.0761
842.4257 1028 0.7829
851.7864 1028 0.1644
983.5415 1028 0.0003
1027.1683 1028 0.5130
1027.3350 1028 0.6265
251.2006 1030 0.0001
257.2475 1030 0.0009
394.0210 1030 0.0039
447.3316 1030 0.0428
487.9486 1030 0.0115
492.2744 1030 0.0039
634.3394 1030 0.3584
639.0916 1030 0.0422
656.0301 1030 0.0039
731.4192 1030 0.0115
770.6280 1030 0.3423
770.7531 1030 0.4181
834.3893 1030 0.0237
842.4257 1030 1.0181
851.7864 1030 0.0422
983.5415 1030 0.0039
1027.1683 1030 0.3423
1027.3350 1030 0.4181
251.2006 1032 0.0019
257.2475 1032 0.0000
394.0210 1032 0.0312
447.3316 1032 0.0199
487.9486 1032 0.0022
492.2744 1032 0.0312
634.3394 1032 0.0768
639.0916 1032 0.0077
656.0301 1032 0.0312
731.4192 1032 0.0022
770.6280 1032 0.1582
770.7531 1032 0.1932
834.3893 1032 0.0067
842.4257 1032 0.8765
851.7864 1032 0.0077
983.5415 1032 0.0312
1027.1683 1032 0.1582
1027.3350 1032 0.1932
251.2006 1034 0.0244
257.2475 1034 0.0000
394.0210 1034 0.1516
420.2423 1034 0.0004
447.3316 1034 0.0085
487.9486 1034 0.0003
492.2744 1034 0.1516
532.5436 1034 0.0000
530.5426 1034 0.0000
559.9874 1034 0.0004
634.3394 1034 0.0077
639.0916 1034 0.0010
656.0301 1034 0.1516
731.4192 1034 0.0003
770.6280 1034 0.0492
770.7531 1034 0.0601
834.3893 1034 0.0018
842.4257 1034 0.5292
851.7864 1034 0.0010
983.5415 1034 0.1516
1027.1683 1034 0.0492
1027.3350 1034 0.0601
251.2006 1036 0.1559
394.0210 1036 0.4532
420.2423 1036 0.0018
447.3316 1036 0.0033
475.3629 1036 0.2941
